repx,subj_n,b1,parameter,Estimate,Est.Error,Q2.5,Q97.5
311,8,-1.71,conditionright,-0.44966955463725,0.28765948683896164,-1.0361262500000001,0.08369768250000001
311,8,-1.35,Intercept,14.3088494,0.5490009998297758,13.22784,15.404255000000001
311,8,-1.35,conditionleft,-0.98431983937,0.3323189800623047,-1.62564275,-0.332462425
311,8,-1.35,conditionright,-0.2248463693995,0.2804057469897648,-0.7955246,0.3316286500000001
311,8,-1,Intercept,14.8099123,0.4790182506072328,13.894169999999999,15.813005
311,8,-1,conditionleft,-0.9374631654975,0.7302081173412197,-2.3852655,0.48869922500000024
311,8,-1,conditionright,-0.36869139953575,0.2980582752149858,-0.953248425,0.2385318000000003
311,12,-1.71,Intercept,15.380064875,0.37062069001568343,14.6397725,16.095204999999996
311,12,-1.71,conditionleft,-1.24577723457,0.35706464737183796,-1.94591525,-0.5119153749999998
311,12,-1.71,conditionright,-0.2199241331395,0.19875927340495878,-0.6231927000000002,0.16885247500000033
311,12,-1.35,Intercept,15.2913247,0.2670245535956679,14.7548775,15.839605
311,12,-1.35,conditionleft,-1.1594855809975,0.3999100203686938,-1.9370154999999998,-0.3612999999999998
311,12,-1.35,conditionright,-0.15070648888975,0.2253044656599969,-0.5921303499999999,0.2885710500000002
311,12,-1,Intercept,14.9215734,0.3705498829326159,14.1917875,15.668502499999999
311,12,-1,conditionleft,-1.079927027125,0.32102205778093396,-1.714191,-0.4317704249999999
311,12,-1,conditionright,-0.108671788328325,0.26260242396045674,-0.61318225,0.42110055
311,16,-1.71,Intercept,15.030008875,0.32200508570912356,14.3727975,15.6534325
311,16,-1.71,conditionleft,-2.437224274,0.3755189682107662,-3.169534,-1.6808104999999998
311,16,-1.71,conditionright,-0.04769296667975,0.1715939813295592,-0.37904542500000005,0.292617625
311,16,-1.35,Intercept,15.131162425,0.32283686676285084,14.4963725,15.76079
311,16,-1.35,conditionleft,-1.795074205,0.28941527280257057,-2.355775,-1.20752725
311,16,-1.35,conditionright,-0.6069580676945,0.22658834864111957,-1.0531920000000001,-0.15290522499999992
311,16,-1,Intercept,14.7949357,0.35340082570844805,14.0884575,15.485380000000001
311,16,-1,conditionleft,-0.8948015267375,0.41168000451137216,-1.708044,-0.09912640249999982
311,16,-1,conditionright,-0.108470086569225,0.20775955148367603,-0.513910175,0.3209099500000001
312,8,-1.71,Intercept,14.450333,0.5855188562281745,13.2939725,15.6484175
312,8,-1.71,conditionleft,-1.87870545361175,0.5021074718942641,-2.85477625,-0.8520971749999998
312,8,-1.71,conditionright,-0.099604750428,0.37766551455562897,-0.851516525,0.6635227000000004
312,8,-1.35,Intercept,14.7425413,0.4629744458484584,13.8115125,15.651470000000002
312,8,-1.35,conditionleft,-0.50632539807375,0.5827352891454288,-1.63092175,0.6909718500000002
312,8,-1.35,conditionright,0.0466078011845,0.2971213356936928,-0.531185425,0.6406446499999999
312,8,-1,Intercept,15.6751209,0.386619239481527,14.8737,16.4284
312,8,-1,conditionleft,-1.677617038175,0.5681885550044834,-2.8858265,-0.555775975
312,8,-1,conditionright,-0.2803397427479,0.37847894393124626,-1.0570884999999999,0.4964179750000003
312,12,-1.71,Intercept,14.666693225,0.34689037062003697,13.9646825,15.35583
312,12,-1.71,conditionleft,-2.04560768775,0.3649213553366601,-2.7434944999999997,-1.30711775
312,12,-1.71,conditionright,-0.4433138625185,0.21185198165847768,-0.8424896749999999,-0.008151049249999964
312,12,-1.35,Intercept,14.794144525,0.3250168660636411,14.1358775,15.4461675
312,12,-1.35,conditionleft,-1.803769787075,0.4090163788187846,-2.640256,-0.979728775
312,12,-1.35,conditionright,0.00491845458355,0.2521586692984202,-0.48749177499999996,0.524736075
312,12,-1,Intercept,15.139967375,0.5604608020466436,14.018285,16.2558
312,12,-1,conditionleft,-1.6082297670841,0.6085317749458158,-2.7803082499999996,-0.36072387499999964
312,12,-1,conditionright,-0.2368183015835,0.34641678665714953,-0.90507505,0.45359645000000004
312,16,-1.71,Intercept,15.193214325,0.31953270451490257,14.560985,15.83563
312,16,-1.71,conditionleft,-1.69358591775,0.3508462517850346,-2.3981255,-0.9888601249999999
312,16,-1.71,conditionright,-0.083583384619,0.22597577359587964,-0.532620225,0.36902365000000004
312,16,-1.35,Intercept,15.383574525,0.2502099522972288,14.870215,15.876725
312,16,-1.35,conditionleft,-2.27914282525,0.3048601622953086,-2.8741332500000003,-1.6942872500000001
312,16,-1.35,conditionright,-0.31823220424475,0.22983689801352336,-0.7702255499999999,0.1335778750000001
312,16,-1,Intercept,14.51990405,0.30204203426214177,13.928685,15.13232
312,16,-1,conditionleft,-0.9229415892,0.3135372607859931,-1.55322075,-0.3096641
312,16,-1,conditionright,-0.23154999849825,0.21538770171489832,-0.667402975,0.19376810000000008
313,8,-1.71,Intercept,15.11259975,0.3898083347869884,14.34988,15.908505
313,8,-1.71,conditionleft,-1.6975307648625,0.6265958740506268,-2.9642097499999998,-0.4119366749999999
313,8,-1.71,conditionright,0.130689474579525,0.3325350776875966,-0.5142605750000001,0.7923173250000002
313,8,-1.35,Intercept,14.437434575,0.32235556579617064,13.7945825,15.11145
313,8,-1.35,conditionleft,-1.230293426385,0.5320317307298785,-2.266304,-0.1564696999999998
313,8,-1.35,conditionright,0.128415055812875,0.3241361888663964,-0.489218625,0.8007071250000001
313,8,-1,Intercept,15.4704639,0.3160474409214829,14.800895,16.080714999999998
313,8,-1,conditionleft,-2.1252863000075,0.6753657897342954,-3.4759975,-0.7412207749999998
313,8,-1,conditionright,0.018361559404275,0.28012456746222575,-0.53068115,0.574287925
313,12,-1.71,Intercept,14.37118685,0.42222840388626104,13.5252825,15.188327500000002
313,12,-1.71,conditionleft,-1.1393093960175,0.47025135788141836,-2.0493822500000003,-0.23917539999999993
313,12,-1.71,conditionright,-0.255195139661375,0.2905568913039073,-0.8168399749999999,0.3275125000000002
313,12,-1.35,Intercept,14.94149595,0.39021984155701733,14.1737225,15.7355075
313,12,-1.35,conditionleft,-1.2433675168725,0.5447056532359955,-2.2943617499999998,-0.1456476
313,12,-1.35,conditionright,-0.50240610795375,0.20803994129348796,-0.91766735,-0.08914591999999985
313,12,-1,Intercept,15.50032835,0.2759698472576784,14.921867500000001,16.0350025
313,12,-1,conditionleft,-0.9180806858425,0.5060202521968615,-1.8897222500000002,0.12425002500000006
313,12,-1,conditionright,-0.23622465334435,0.31089082756198233,-0.867055875,0.3626280250000002
313,16,-1.71,Intercept,15.161554425,0.3382237113585484,14.50219,15.803025000000002
313,16,-1.71,conditionleft,-2.5147692075,0.42043005774421344,-3.32869175,-1.6766027499999996
313,16,-1.71,conditionright,-0.30995237831115,0.17690407771658082,-0.65493335,0.0339823800000001
313,16,-1.35,Intercept,14.61324665,0.31340551970047076,13.988082499999999,15.228447500000001
313,16,-1.35,conditionleft,-0.9997944954525,0.3417034283130182,-1.661088,-0.3081494499999999
313,16,-1.35,conditionright,-0.13022426265115,0.2060188636571085,-0.532987725,0.2787470000000004
313,16,-1,Intercept,14.5095084,0.4109843791245734,13.677875,15.285485
313,16,-1,conditionleft,-1.2386834889,0.3528664860982242,-1.9330427499999998,-0.5417585499999998
313,16,-1,conditionright,-0.324095230044625,0.19666704967739718,-0.7049972999999999,0.06930727000000003
314,8,-1.71,Intercept,16.035793725,0.5466153026538849,14.9187625,17.120715
314,8,-1.71,conditionleft,-2.92130113875,0.5344299800283614,-3.9738432500000003,-1.7911307499999995
314,8,-1.71,conditionright,-0.547430019685775,0.2742239760290165,-1.0969415,-0.009538860249999937
314,8,-1.35,Intercept,15.2653854,0.6681337718908731,13.933715,16.610249999999997
314,8,-1.35,conditionleft,-0.9492116192825,0.6114285459799531,-2.1360384999999997,0.29529010000000094
314,8,-1.35,conditionright,-0.2613645022305,0.2500267167279282,-0.75520639999999994,0.2236673
314,8,-1,Intercept,15.74669025,0.5175450807249385,14.67269,16.769045
314,8,-1,conditionleft,-0.9103111072145,0.3954879485780302,-1.7213242500000001,-0.10394967499999995
314,8,-1,conditionright,0.3650035574555,0.2847509807576381,-0.20473039999999998,0.9135055500000001
314,12,-1.71,Intercept,15.268226925,0.36397953332943744,14.5327375,15.98922
314,12,-1.71,conditionleft,-1.23635946708,0.3798803891656923,-1.9903235000000001,-0.46972472499999957
314,12,-1.71,conditionright,-0.215451739744275,0.35488685067817,-0.9122879,0.5011348500000002
314,12,-1.35,Intercept,15.33642935,0.3911559998998378,14.5549,16.090462499999997
314,12,-1.35,conditionleft,-1.6539670506,0.44897567291532503,-2.527457,-0.72444915
314,12,-1.35,conditionright,-0.42261022015815,0.22616446526970482,-0.8614471499999999,0.014829067500000005
314,12,-1,Intercept,15.43651555,0.33427654624657727,14.774745000000001,16.089015
314,12,-1,conditionleft,-1.5754651299175,0.5100216269886964,-2.6013865000000003,-0.5862815249999999
314,12,-1,conditionright,-0.059705499033,0.2226485834926333,-0.5111249999999999,0.37701695
314,16,-1.71,Intercept,15.219406925,0.32315676348018796,14.585695,15.860812499999998
314,16,-1.71,conditionleft,-1.836037145,0.43743270673946044,-2.7052425,-0.9712110999999999
314,16,-1.71,conditionright,-0.30435927776835,0.16041845515029696,-0.6249063749999999,0.005065593000000364
314,16,-1.35,Intercept,14.975763875,0.30672962270189214,14.366769999999999,15.5876225
314,16,-1.35,conditionleft,-1.22148160236,0.37843813946734434,-1.9553642500000001,-0.46915099999999993
314,16,-1.35,conditionright,-0.3098588029345,0.18569915494952902,-0.67037515,0.05666465250000007
314,16,-1,Intercept,14.715262775,0.26807761303109867,14.185270000000001,15.246360000000001
314,16,-1,conditionleft,-0.645945390185,0.36280589442592337,-1.38368425,0.07123141750000003
314,16,-1,conditionright,-0.23452565047525,0.19023788073018846,-0.60761405,0.1357325000000001
315,8,-1.71,Intercept,14.75452945,0.48082871844537106,13.780679999999998,15.7381375
315,8,-1.71,conditionleft,-1.5051957054,0.42862831657264366,-2.338903,-0.6561293499999998
315,8,-1.71,conditionright,0.269162975519175,0.348378097992753,-0.420290475,1.000861
315,8,-1.35,Intercept,15.044282125,0.5724868358899629,13.919472500000001,16.1913275
315,8,-1.35,conditionleft,-1.9101394969435,0.563370318365418,-3.023407,-0.745191925
315,8,-1.35,conditionright,-0.444104543849475,0.3078197121609803,-1.04298525,0.19145132500000012
315,8,-1,Intercept,15.5625387,0.31269449241025327,14.93827,16.1995475
315,8,-1,conditionleft,-1.7076433060925,0.6323020124271577,-2.9604535,-0.45662405
315,8,-1,conditionright,-0.5143841390825,0.35215910290242997,-1.21793375,0.1938774250000002
315,12,-1.71,Intercept,14.204122525,0.31335674551158743,13.575962500000001,14.829762500000001
315,12,-1.71,conditionleft,-0.7582903260525,0.27883752449445326,-1.31949375,-0.18864014999999998
315,12,-1.71,conditionright,-0.2026534532023,0.19842472560634616,-0.5815643,0.18588402500000015
315,12,-1.35,Intercept,15.1585232,0.2569262732170988,14.6373775,15.653414999999999
315,12,-1.35,conditionleft,-1.0743282987,0.3486328685023534,-1.76146,-0.39184874999999997
315,12,-1.35,conditionright,-0.1683942012685,0.2150562433532538,-0.6011251249999999,0.253235975
315,12,-1,Intercept,15.67672875,0.5451057558765179,14.6206225,16.80311
315,12,-1,conditionleft,-1.345961091655,0.4707879129845417,-2.253553,-0.4349840249999998
315,12,-1,conditionright,0.0842499845782,0.21540436309418584,-0.341778975,0.5137507500000001
315,16,-1.71,Intercept,15.349889575,0.3448892376261935,14.653092500000001,16.0142
315,16,-1.71,conditionleft,-2.0754882069,0.4535182288489353,-2.9599219999999997,-1.1814892499999996
315,16,-1.71,conditionright,-0.44587222148225,0.17624756932603175,-0.7924185749999999,-0.10115846249999981
315,16,-1.35,Intercept,15.502690275,0.30066780490293715,14.882262500000001,16.0973075
315,16,-1.35,conditionleft,-1.9780593455,0.4418890813301737,-2.83565125,-1.07995125
315,16,-1.35,conditionright,-0.41977437480925,0.17446251850233158,-0.758034075,-0.07392046749999998
315,16,-1,Intercept,14.6486701,0.29074388569281545,14.0829,15.219225000000002
315,16,-1,conditionleft,-0.12889714382425,0.3627677130818421,-0.8464885499999999,0.5814171500000002
315,16,-1,conditionright,-0.08629643472525,0.18094432224162943,-0.44303295,0.26395497500000026
316,8,-1.71,Intercept,14.957977975,0.40564148332073613,14.141142499999999,15.7660275
316,8,-1.71,conditionleft,-1.28184872436975,0.6122118271852295,-2.55670975,-0.09053235749999981
316,8,-1.71,conditionright,0.468441567034,0.25152855364090887,-0.029579232499999983,0.9593695
316,8,-1.35,Intercept,16.09677575,0.45849197119889784,15.15845,17.016215000000003
316,8,-1.35,conditionleft,-1.826865077755,0.6102410533886671,-3.0524364999999998,-0.5927231499999998
316,8,-1.35,conditionright,-0.0088577479175,0.4991069346984555,-1.0049154999999999,0.9943737250000003
316,8,-1,Intercept,15.22632655,0.3453090386496432,14.528552500000002,15.911102499999998
316,8,-1,conditionleft,-0.6679570254725,0.41974442141845275,-1.48771525,0.19169680000000006
316,8,-1,conditionright,-0.162259603048775,0.2684253599384199,-0.6914006500000001,0.36129455000000016
316,12,-1.71,Intercept,15.574284225,0.36445991324937344,14.859869999999999,16.298560000000002
316,12,-1.71,conditionleft,-1.7422859637,0.48362674085635876,-2.7186027499999996,-0.7985172249999999
316,12,-1.71,conditionright,-0.57155048699075,0.29223036786973633,-1.16582425,0.01048851750000026
316,12,-1.35,Intercept,14.61017455,0.22458367219981107,14.162875,15.059239999999999
316,12,-1.35,conditionleft,-1.06764109146,0.40073362124524325,-1.84138625,-0.24496959999999995
316,12,-1.35,conditionright,-0.06451339341375,0.2793964379824153,-0.618310425,0.5087864500000002
316,12,-1,Intercept,14.73258885,0.3646774281434578,13.999735000000001,15.436630000000001
316,12,-1,conditionleft,-0.40949836393865,0.3275386785128686,-1.0446134999999999,0.24780677500000012
316,12,-1,conditionright,-0.14759612212125,0.20214536298728467,-0.5462122500000001,0.24912325000000032
316,16,-1.71,Intercept,14.883184875,0.24361938624640106,14.397482500000002,15.3644275
316,16,-1.71,conditionleft,-1.51191972775,0.3520573713477854,-2.20945925,-0.7899001749999991
316,16,-1.71,conditionright,-0.0230645709568,0.22919264757546431,-0.485291275,0.429109975
316,16,-1.35,Intercept,15.11937765,0.2798895905106093,14.553035,15.663920000000001
316,16,-1.35,conditionleft,-1.6891037299425,0.43252466900350744,-2.52757175,-0.8212392249999999
316,16,-1.35,conditionright,-0.19943064355925,0.18263163468135354,-0.568556175,0.15526684999999998
316,16,-1,Intercept,14.9255218,0.30924970463157064,14.3315425,15.550705
316,16,-1,conditionleft,-0.9929168238025,0.3971568323358074,-1.7781212499999999,-0.20263012499999997
316,16,-1,conditionright,-0.22484981278905,0.1625549581741099,-0.5379810749999999,0.105997375
317,8,-1.71,Intercept,14.878952075,0.633801459242663,13.609805,16.1369225
317,8,-1.71,conditionleft,-1.3422552874425,0.5009785047688826,-2.343845,-0.3374239249999999
317,8,-1.71,conditionright,-0.35735266916375,0.29732137716610724,-0.933655575,0.23293345000000013
317,8,-1.35,Intercept,14.796538575,0.44561686060570393,13.873075,15.667917499999998
317,8,-1.35,conditionleft,-1.00020912789,0.5969845976444875,-2.1795212499999996,0.14065320000000003
317,8,-1.35,conditionright,0.28257490819693,0.40752556002136725,-0.5183065,1.1354147500000005
317,8,-1,Intercept,14.0464721,0.5820390674263993,12.874642500000002,15.210832499999999
317,8,-1,conditionleft,-0.7964528306205,0.7525117520832197,-2.318356,0.6974542000000002
317,8,-1,conditionright,0.354150040140325,0.2642176182472023,-0.15069782499999998,0.8644748000000001
317,12,-1.71,Intercept,15.1160797,0.3012120918123532,14.513580000000001,15.708219999999999
317,12,-1.71,conditionleft,-2.09800693025,0.41647946738959796,-2.904291,-1.2362644999999992
317,12,-1.71,conditionright,-0.170249701005,0.20411277042934448,-0.570484425,0.25077184999999996
317,12,-1.35,Intercept,14.5213493,0.40741482863312367,13.716457499999999,15.3252225
317,12,-1.35,conditionleft,-0.36941160960995,0.4873022532035106,-1.316044,0.5872094750000001
317,12,-1.35,conditionright,-0.2688644346725,0.18165659590771693,-0.6295730749999999,0.0845434275
317,12,-1,Intercept,15.061670925,0.4257958994743217,14.199895,15.934942500000002
317,12,-1,conditionleft,-1.41626630882,0.46157398483325773,-2.3190352499999998,-0.5216220749999998
317,12,-1,conditionright,-0.3225194787865,0.29040776317101297,-0.9026547,0.24796350000000014
317,16,-1.71,Intercept,14.931174,0.25438018420963854,14.4247675,15.4420275
317,16,-1.71,conditionleft,-1.930570396105,0.45709084932002814,-2.85982275,-1.0429239999999995
317,16,-1.71,conditionright,-0.10854165608235,0.1829809854065591,-0.45478725,0.24389330000000012
317,16,-1.35,Intercept,14.626123775,0.26044485536850476,14.1066975,15.135115
317,16,-1.35,conditionleft,-1.50762395975,0.3774191887959017,-2.2595585000000002,-0.75612945
317,16,-1.35,conditionright,-0.2558008737285,0.16660430063364134,-0.58834090000000006,0.0726821275000001
317,16,-1,Intercept,14.7405849,0.30841315783534834,14.11963,15.345212499999999
317,16,-1,conditionleft,-1.1599516195375,0.5224073035019516,-2.2188895,-0.11949947499999933
317,16,-1,conditionright,0.171822832011,0.2446983993769925,-0.31357514999999997,0.6641623000000001
318,8,-1.71,Intercept,14.88584475,0.512625765145696,13.82629,15.90295
318,8,-1.71,conditionleft,-2.323660384525,0.7105340877652394,-3.695349,-0.8691644000000001
318,8,-1.71,conditionright,-0.10671628404465,0.293141705839601,-0.655642975,0.4776877000000003
318,8,-1.35,Intercept,14.6593442,0.6109762046856104,13.409157500000001,15.9046225
318,8,-1.35,conditionleft,-0.904763490001,0.6907991888854603,-2.26002675,0.502791325
318,8,-1.35,conditionright,-0.1861255429695,0.2583596377298956,-0.706131175,0.32838987500000005
318,8,-1,Intercept,15.4113791,0.4511723904337038,14.538490000000001,16.348795000000003
318,8,-1,conditionleft,-1.62624655877725,0.5458717516041438,-2.7100774999999997,-0.5044472999999999
318,8,-1,conditionright,-0.181499455805325,0.25889606862523945,-0.692383325,0.31628512500000006
318,12,-1.71,Intercept,14.71786715,0.25695220299607013,14.195382500000001,15.2306525
318,12,-1.71,conditionleft,-1.4548674179925,0.5249798838264578,-2.4917545,-0.40673292499999897
318,12,-1.71,conditionright,0.15253356405451501,0.21053107078180014,-0.265381775,0.5624628750000003
318,12,-1.35,Intercept,15.071020175,0.3391891684642513,14.41025,15.752624999999998
318,12,-1.35,conditionleft,-1.56543806201,0.41501762797802655,-2.382531,-0.7062438249999997
318,12,-1.35,conditionright,-0.133074007191,0.25705653484690927,-0.640520525,0.3907719250000006
318,12,-1,Intercept,14.910074825,0.30308443752985337,14.303674999999998,15.51992
318,12,-1,conditionleft,-0.7265137813165,0.41365649460015413,-1.55756225,0.11931612500000013
318,12,-1,conditionright,-0.19653830907075,0.20702391705340836,-0.5950909999999999,0.207984175
318,16,-1.71,Intercept,14.89877245,0.40542054189439514,14.0983075,15.6749
318,16,-1.71,conditionleft,-1.419973138725,0.397853703853485,-2.21252525,-0.6109607499999994
318,16,-1.71,conditionright,-0.138234774192675,0.1965762839262595,-0.51333135,0.2608340250000001
318,16,-1.35,Intercept,14.987690175,0.2561132295734838,14.487789999999999,15.486505
318,16,-1.35,conditionleft,-1.644631319,0.3549398100055373,-2.34564775,-0.9407997499999996
318,16,-1.35,conditionright,-0.133919968789225,0.214577993460139,-0.546029475,0.30828425000000004
318,16,-1,Intercept,14.675144775,0.41581224440647363,13.843,15.491185
318,16,-1,conditionleft,-0.642341307152,0.44692642575740177,-1.5414100000000002,0.255650425
318,16,-1,conditionright,0.155794326021825,0.19411139268945724,-0.230345525,0.556317075
319,8,-1.71,Intercept,15.044529575,0.34290334166241393,14.347257500000001,15.733730000000001
319,8,-1.71,conditionleft,-1.8460929744,0.5666515210080088,-2.98630275,-0.7208826749999999
319,8,-1.71,conditionright,0.0113766585911875,0.3663943663999785,-0.72448945,0.7334014750000002
319,8,-1.35,Intercept,14.384443675,0.6227510364048624,13.129122500000001,15.6049075
319,8,-1.35,conditionleft,-0.98964003956,0.6863727178739856,-2.338839,0.4041322250000001
319,8,-1.35,conditionright,0.04083860859145,0.27495970201367675,-0.489535375,0.59885635
319,8,-1,Intercept,14.262790975,0.460826810220829,13.359987499999999,15.207155000000002
319,8,-1,conditionleft,-1.10097805127325,0.5115716323028897,-2.1242727500000003,-0.12306254999999995
319,8,-1,conditionright,-0.188149816189575,0.26819572678812537,-0.6978420750000001,0.3133013250000001
319,12,-1.71,Intercept,14.867706225,0.415750306648256,14.0466675,15.6683275
319,12,-1.71,conditionleft,-1.979985433,0.44526894722716487,-2.86909375,-1.1513197499999999
319,12,-1.71,conditionright,0.045156839041,0.20916384494631643,-0.3727157,0.4534680000000001
319,12,-1.35,Intercept,14.63300915,0.30375867050794564,14.0128825,15.247807499999999
319,12,-1.35,conditionleft,-1.62265368875,0.4161476383674868,-2.461588,-0.7882489999999998
319,12,-1.35,conditionright,-0.43768857287,0.2489066383738069,-0.9327237,0.04669117750000007
319,12,-1,Intercept,14.728308875,0.4190327635435744,13.8621825,15.55262
319,12,-1,conditionleft,-0.6675245545627,0.637688278080797,-1.9538045,0.5973759750000004
319,12,-1,conditionright,0.28054856841825,0.2369162657824518,-0.20202805000000001,0.7458953250000001
319,16,-1.71,Intercept,15.5916937,0.32716503015228976,14.949084999999998,16.2376
319,16,-1.71,conditionleft,-2.161516237,0.32044789223536774,-2.7975585000000005,-1.5357962499999998
319,16,-1.71,conditionright,-0.045435365955025,0.2860014343562699,-0.622591825,0.5278378500000003
319,16,-1.35,Intercept,14.783064725,0.3737857830376573,14.0472575,15.51711
319,16,-1.35,conditionleft,-1.65128955175,0.4148521858644039,-2.4627355,-0.8233897749999999
319,16,-1.35,conditionright,-0.15837933721225,0.16714933832024642,-0.493838325,0.16760345000000013
319,16,-1,Intercept,14.444227575,0.31759469231123094,13.822642499999999,15.0558625
319,16,-1,conditionleft,0.08069646247425,0.36502858846670433,-0.6290171,0.7783960000000005
319,16,-1,conditionright,0.190984123511825,0.2578597834301491,-0.328845425,0.6993505500000001
320,8,-1.71,Intercept,15.749216425,0.5819883885472461,14.57645,16.877920000000003
320,8,-1.71,conditionleft,-2.0018897548925,0.5860142628299954,-3.16503375,-0.8275329499999997
320,8,-1.71,conditionright,-0.1067641804835,0.2801990966728644,-0.6866171,0.432222425
320,8,-1.35,Intercept,15.29625385,0.3831904013817482,14.503415000000002,16.071
320,8,-1.35,conditionleft,-1.1584847008575,0.6184094090481153,-2.3665277499999995,0.023037417500000334
320,8,-1.35,conditionright,-0.194911650067975,0.5616706627012492,-1.2845107500000001,0.9376856250000003
320,8,-1,Intercept,14.546933075,0.5557195613133039,13.413967499999998,15.690425000000001
320,8,-1,conditionleft,-0.155708162625775,0.7607440912732075,-1.7020245,1.3128025000000008
320,8,-1,conditionright,-0.26688993346125,0.27483539805168394,-0.8186769749999999,0.2801988500000003
320,12,-1.71,Intercept,15.283558125,0.40968041263173405,14.4648175,16.102449999999997
320,12,-1.71,conditionleft,-1.72064052047675,0.5980658842195063,-2.860138,-0.5339567749999987
320,12,-1.71,conditionright,-0.08913819637175,0.21687855485674362,-0.5178661,0.33945117500000005
320,12,-1.35,Intercept,14.65813735,0.35118776774972066,13.969415000000001,15.358205
320,12,-1.35,conditionleft,-1.06866647912725,0.41058374091378275,-1.9159357499999998,-0.22917352499999996
320,12,-1.35,conditionright,-0.225856840042275,0.2630413590394394,-0.748137075,0.2893142250000001
320,12,-1,Intercept,15.008894325,0.3640668566751534,14.2830575,15.7330325
320,12,-1,conditionleft,-0.85394900480575,0.4180606248436014,-1.71111575,-0.00998536174999977
320,12,-1,conditionright,0.3009418269407,0.3041014688304566,-0.28392532499999995,0.9146021750000004
320,16,-1.71,Intercept,15.11572965,0.29648552211209744,14.535147499999999,15.6939175
320,16,-1.71,conditionleft,-1.834964683125,0.3999948751751252,-2.6011045000000004,-1.0399212499999992
320,16,-1.71,conditionright,-0.057015630378025,0.21869975750678217,-0.48415697500000004,0.37691392500000015
320,16,-1.35,Intercept,15.122142525,0.27827960384944495,14.570255,15.6657325
320,16,-1.35,conditionleft,-1.48223755035,0.4109216858656282,-2.2644545,-0.6547407999999998
320,16,-1.35,conditionright,-0.194539453628,0.22482487899441211,-0.630148675,0.25197625000000007
320,16,-1,Intercept,14.80487525,0.32648293083018654,14.136795,15.4322
320,16,-1,conditionleft,-0.97697559233,0.4328343097877025,-1.8116139999999998,-0.11615982499999994
320,16,-1,conditionright,-0.179283395658,0.1859780530363765,-0.54642445,0.1863862500000001
321,8,-1.71,Intercept,14.185843575,0.4664644821012473,13.2386375,15.098617499999998
321,8,-1.71,conditionleft,-1.575727189407,0.7168345469680758,-2.99393875,-0.14034234999999967
321,8,-1.71,conditionright,0.129041034557925,0.2580886865398709,-0.37073797500000005,0.6423036000000002
321,8,-1.35,Intercept,15.53602535,0.33351927878266263,14.8592925,16.20521
321,8,-1.35,conditionleft,-1.1995197533575,0.6121693833968931,-2.42102525,0.019574330000000067
321,8,-1.35,conditionright,-0.5856976927775,0.28190307631895867,-1.14612,-0.03278469999999996
321,8,-1,Intercept,14.99301385,0.5263911397726839,13.859745,15.9263225
321,8,-1,conditionleft,-0.765913540301,0.5436941090295241,-1.81401775,0.32515952500000095
321,8,-1,conditionright,0.173708778998475,0.3276670399906742,-0.42067689999999996,0.8685956000000001
321,12,-1.71,Intercept,14.6140413,0.45142346808312267,13.6941825,15.481110000000001
321,12,-1.71,conditionleft,-1.89374568975,0.4088941921218761,-2.6807395,-1.1032754999999999
321,12,-1.71,conditionright,0.0832183829573,0.33765961962817814,-0.5724894,0.7631031500000001
321,12,-1.35,Intercept,15.165698775,0.4401702634222349,14.313107500000001,16.059525
321,12,-1.35,conditionleft,-1.1376724053219,0.42626163034843,-1.96264025,-0.2665694749999998
321,12,-1.35,conditionright,-0.2200119311685,0.21951245823939552,-0.634699725,0.228242875
321,12,-1,Intercept,14.79960745,0.4740023992113458,13.832,15.749005000000002
321,12,-1,conditionleft,-0.718964295253,0.36317610269201306,-1.4489584999999998,-0.005282334499999966
321,12,-1,conditionright,0.31360221001075,0.2208509044229216,-0.11037064999999999,0.7578845000000001
321,16,-1.71,Intercept,14.551957625,0.3810190047456343,13.789470000000001,15.2963425
321,16,-1.71,conditionleft,-1.06637526405,0.44059898477792964,-1.974584,-0.20504502499999958
321,16,-1.71,conditionright,-0.13269823258575,0.19739965748855356,-0.5381259749999999,0.2568648500000001
321,16,-1.35,Intercept,14.917947225,0.35096362872735365,14.204592499999999,15.603945
321,16,-1.35,conditionleft,-0.78854985110225,0.3252901331825064,-1.431113,-0.1536713749999999
321,16,-1.35,conditionright,-0.20645755059925,0.1807736137020919,-0.56386325,0.141992
321,16,-1,Intercept,15.26872035,0.33293920011560807,14.626497500000001,15.9198725
321,16,-1,conditionleft,-1.3279717351575,0.43779345989979385,-2.19100525,-0.44322924999999974
321,16,-1,conditionright,-0.166632296597825,0.22467715275275263,-0.603020475,0.2846764500000001
322,8,-1.71,Intercept,15.2016681,0.45621089753878996,14.2767425,16.142737500000003
322,8,-1.71,conditionleft,-1.79808737034,0.48551910385177505,-2.7226702499999997,-0.7780663749999999
322,8,-1.71,conditionright,0.040879483874475,0.3472586669755343,-0.6290595499999999,0.7445133000000005
322,8,-1.35,Intercept,14.476599325,0.45278781174813143,13.56474,15.380440000000002
322,8,-1.35,conditionleft,-0.91463134318225,0.727960977953813,-2.3858284999999997,0.5764225000000005
322,8,-1.35,conditionright,0.2462914595748,0.3422814869529714,-0.45015402499999996,0.9204697000000002
322,8,-1,Intercept,14.58193235,0.4271501570907509,13.738195000000001,15.43677
322,8,-1,conditionleft,-1.27824345798325,0.5804728895164004,-2.4013762499999998,-0.08958126749999985
322,8,-1,conditionright,-0.032765961036999997,0.47138178259733443,-0.97779985,0.9300328750000003
