repx,subj_n,b1,parameter,Estimate,Est.Error,Q2.5,Q97.5
13,16,-1.35,right,-0.131514219248875,0.19720691474338703,-0.515398275,0.2622738250000001
13,16,-1,left,-1.2766588496225,0.4737319631177595,-2.20725275,-0.34702587499999993
13,16,-1,right,-0.034425350123125,0.18029557707065094,-0.3967383,0.32026635
14,8,-1.71,left,-3.02860701,0.4159794754261367,-3.83987275,-2.17438325
14,8,-1.71,right,-0.03980832266315,0.27255821368972566,-0.591854025,0.4744550500000001
14,8,-1.35,left,-1.40053228393,0.6138794975391508,-2.60402925,-0.13425634999999964
14,8,-1.35,right,-0.599246335935,0.2567860224576727,-1.09025125,-0.09593540499999997
14,8,-1,left,-0.3988190487025,0.33127821494929893,-1.0463965000000002,0.29364752500000013
14,8,-1,right,0.071854066508725,0.26887217963147314,-0.45878194999999994,0.6061480250000001
14,12,-1.71,left,-1.51845306125,0.5016029814694519,-2.5243610000000003,-0.49407069999999875
14,12,-1.71,right,-0.2881784173645,0.22973562293252583,-0.752050925,0.16399677500000004
14,12,-1.35,left,-2.0672040185,0.510249900290747,-3.0459915000000004,-1.0012177500000001
14,12,-1.35,right,-0.392708185989925,0.2711477271356836,-0.92467985,0.14149882500000024
14,12,-1,left,-0.7340710800525,0.42627013233451055,-1.5395425,0.13690202500000037
14,12,-1,right,-0.0630923511645,0.2652473550057628,-0.596694675,0.46317512500000013
14,16,-1.71,left,-1.74610104875,0.3896518869172796,-2.51785425,-0.9888187999999998
14,16,-1.71,right,-0.117297302266425,0.18640162189079776,-0.472299625,0.25425204999999995
14,16,-1.35,left,-1.885138807825,0.4292111523661791,-2.7313695,-1.0380602499999998
14,16,-1.35,right,0.0011662278557499999,0.24453558725168473,-0.475900775,0.48503702500000023
14,16,-1,left,-0.5729168670795,0.42809322064997524,-1.43764225,0.2504229750000001
14,16,-1,right,-0.3529282677548,0.21960734298365514,-0.7811158500000001,0.07841753750000009
15,8,-1.71,left,-1.75520782725,0.4749823924015447,-2.716546,-0.7862326499999999
15,8,-1.71,right,-0.7924257270625,0.26743783320836806,-1.33350925,-0.2503494999999998
15,8,-1.35,left,-1.683119838125,0.4502262357618787,-2.5848817499999996,-0.7897345
15,8,-1.35,right,0.13364256274295,0.3588331083027571,-0.5515635999999999,0.8748191000000001
15,8,-1,left,-0.7470786882865,0.3197991770747652,-1.392603,-0.10854757499999941
15,8,-1,right,-0.10102596849824375,0.3807358873012107,-0.8463345,0.6510981499999999
15,12,-1.71,left,-1.6116502398,0.40301479951619656,-2.38294375,-0.7833805749999998
15,12,-1.71,right,-0.11648416959125,0.2973675915269835,-0.70870755,0.467190525
15,12,-1.35,left,-0.9506031233525,0.3150899461167462,-1.5744975,-0.3191796749999995
15,12,-1.35,right,-0.187255074031225,0.2013080257697628,-0.589132375,0.2189384250000002
15,12,-1,left,-1.881013439,0.45628733827431334,-2.77373225,-0.9563692749999996
15,12,-1,right,-0.6970172723575,0.26038114059334894,-1.19612025,-0.19111422499999997
15,16,-1.71,left,-1.95925142325,0.3800751667224187,-2.7119340000000003,-1.202502
15,16,-1.71,right,-0.16432329688695,0.17096743086348115,-0.50290115,0.17304192500000004
15,16,-1.35,left,-1.46141795,0.3349973259071365,-2.10995175,-0.8018547499999997
15,16,-1.35,right,-0.329016847402,0.16806527172121044,-0.6523326,0.008055793250000016
15,16,-1,left,-1.321261110885,0.4478593059115784,-2.1939232499999997,-0.3962783249999999
15,16,-1,right,-0.3032998211923,0.21378969874434842,-0.715012125,0.11794962500000021
16,8,-1.71,left,-2.1665052599,0.6207875086442814,-3.38822375,-0.8699516749999993
16,8,-1.71,right,0.091614024987,0.22738497619058584,-0.36942735,0.53304775
16,8,-1.35,left,-1.6573979616855,0.612257207914085,-2.89322525,-0.4462671499999991
16,8,-1.35,right,-0.069809534397425,0.2985387196915675,-0.639450725,0.5238377750000003
16,8,-1,left,-1.17458005100225,0.6402559378842704,-2.449918,0.08944015750000034
16,8,-1,right,-0.134190678786,0.34003877668863214,-0.8048921250000001,0.5484428000000002
16,12,-1.71,left,-2.0277181155,0.39958517398966803,-2.7979419999999995,-1.2211102499999997
16,12,-1.71,right,-0.2783434947629,0.2856188975413104,-0.85119635,0.28392105000000006
16,12,-1.35,left,-1.58826396925,0.4959119608979721,-2.53320725,-0.5737549749999996
16,12,-1.35,right,-0.241427514600275,0.23123527377116515,-0.704263,0.21614872500000012
16,12,-1,left,-1.07010459622,0.4070690606878192,-1.8852635,-0.282394225
16,12,-1,right,-0.029356509575099998,0.18410658788076828,-0.3900774,0.3333780500000001
16,16,-1.71,left,-1.978014959,0.3460843628238751,-2.6353505,-1.31010225
16,16,-1.71,right,-0.304722338464,0.19583878503636254,-0.68746955,0.0949333150000001
16,16,-1.35,left,-1.173168214425,0.24175850419687167,-1.64909425,-0.6890422249999999
16,16,-1.35,right,-0.109563195762275,0.21246746283758405,-0.541401925,0.30053687500000026
16,16,-1,left,-0.84327470850575,0.34724127573001506,-1.516727,-0.1340827749999998
16,16,-1,right,-0.122691033840925,0.1835203843050419,-0.486500875,0.23386007500000014
17,8,-1.71,left,-1.20619328395,0.7703070470250617,-2.7357359999999997,0.33483197500000034
17,8,-1.71,right,-0.131822240916075,0.4095993393108009,-0.9514872,0.6785184500000001
17,8,-1.35,left,-0.31538715990465,0.6453602141429713,-1.60522075,0.9722243500000008
17,8,-1.35,right,-0.198422085565,0.32255439254842355,-0.8178484250000001,0.45782482500000005
17,8,-1,left,-0.8232346796923,0.5037219848332589,-1.8532899999999999,0.19238827500000016
17,8,-1,right,-0.3079214411484,0.25849951662314447,-0.8297118,0.20416630000000013
17,12,-1.71,left,-1.517757381375,0.4833388767850509,-2.48932425,-0.5324110499999998
17,12,-1.71,right,-0.19641098287145,0.24485348928771808,-0.7007222750000001,0.2963793250000001
17,12,-1.35,left,-2.009269935,0.4265350294156922,-2.87420675,-1.14060875
17,12,-1.35,right,-0.5159633101735,0.25356789153769804,-1.0022062500000002,-0.006922235249999943
17,12,-1,left,-1.457081672215,0.6207907875227129,-2.6655475,-0.205356899999999
17,12,-1,right,-0.16137324989095,0.24848955996631475,-0.625432225,0.33834067500000037
17,16,-1.71,left,-1.2924924829825,0.45784012143017305,-2.20551225,-0.36459212499999977
17,16,-1.71,right,0.143115479926675,0.19018250557811112,-0.235466875,0.5121150500000003
17,16,-1.35,left,-0.94057648253675,0.394946988536409,-1.71258875,-0.16618372499999995
17,16,-1.35,right,-0.063840362921,0.1975225303632823,-0.462985425,0.3210368250000001
17,16,-1,left,-1.0255433432225,0.4783902770277327,-1.9593835,-0.06585791249999938
17,16,-1,right,-0.25066871469445,0.2032866452787662,-0.6504652000000001,0.15197707500000002
18,8,-1.71,left,-1.5620761393875,0.46849123727783915,-2.54074075,-0.6281321249999999
18,8,-1.71,right,-0.452639973342,0.27279873149487466,-1.0013714999999999,0.0878425075000001
18,8,-1.35,left,-2.2148135644275,0.6802033991967906,-3.5064015,-0.8161252249999996
18,8,-1.35,right,-0.086200379804307,0.2897559172753218,-0.665459125,0.48439787500000014
